country_of_origin,destination_country,destination_city,year,count,gender,age_group
Brazil,Japan,Kyoto,2024,4172,Female,18-22
Brazil,Germany,Hamburg,2020,4265,Male,18-22
China,France,Paris,2016,5669,Male,23-26
Nepal,Singapore,Singapore,2022,2300,Male,18-22
Bangladesh,Germany,Berlin,2017,2704,Female,18-22
China,Australia,Sydney,2018,6656,Female,23-26
Nigeria,South Korea,Daejeon,2016,3139,Female,23-26
Brazil,Australia,Brisbane,2022,3939,Male,18-22
Pakistan,Ireland,Galway,2017,759,Female,23-26
Kenya,India,Delhi,2023,1746,Female,18-22
Brazil,Australia,Sydney,2021,4035,Female,23-26
Turkey,Australia,Sydney,2021,4502,Female,18-22
Pakistan,UAE,Sharjah,2018,607,Male,23-26
Vietnam,France,Paris,2024,4551,Non-binary,18-22
Bangladesh,South Africa,Pretoria,2021,1326,Male,23-26
Kenya,UAE,Sharjah,2023,1256,Female,18-22
Vietnam,India,Bangalore,2021,1280,Male,18-22
China,Ireland,Dublin,2024,2127,Male,18-22
India,India,Mumbai,2019,3176,Male,18-22
Pakistan,UAE,Dubai,2016,683,Female,18-22
China,South Korea,Seoul,2017,4927,Male,23-26
Pakistan,UK,London,2019,4198,Male,18-22
Pakistan,Japan,Tokyo,2016,2916,Male,18-22
China,UK,Birmingham,2018,7823,Male,18-22
Vietnam,South Korea,Seoul,2022,2239,Female,18-22
Nepal,Canada,Toronto,2017,3177,Male,18-22
Nepal,Singapore,Singapore,2015,1299,Male,23-26
India,UK,London,2016,9691,Male,18-22
Brazil,Germany,Munich,2015,3180,Non-binary,23-26
Kenya,Italy,Rome,2019,2259,Male,18-22
India,Singapore,Singapore,2018,4317,Male,27+
Vietnam,Ireland,Dublin,2018,596,Male,23-26
India,Norway,Trondheim,2021,3722,Female,27+
Pakistan,USA,Boston,2015,5675,Female,23-26
Vietnam,Australia,Brisbane,2017,4108,Male,23-26
Bangladesh,Ireland,Cork,2022,1091,Male,23-26
Turkey,Spain,Barcelona,2018,2013,Male,23-26
Pakistan,Finland,Turku,2021,497,Male,18-22
Turkey,Singapore,Singapore,2021,2088,Female,23-26
Brazil,India,Delhi,2017,1061,Female,18-22
Vietnam,Italy,Rome,2021,2617,Male,18-22
China,South Africa,Cape Town,2020,2786,Female,23-26
Pakistan,Netherlands,Eindhoven,2019,1624,Male,23-26
Nepal,Singapore,Singapore,2020,2113,Female,23-26
India,Germany,Hamburg,2023,9178,Male,18-22
Turkey,UK,London,2017,4130,Female,23-26
Kenya,Singapore,Singapore,2021,2239,Male,18-22
Brazil,Germany,Munich,2016,2895,Female,23-26
India,Germany,Berlin,2024,10006,Male,18-22
Pakistan,UK,Manchester,2015,3678,Male,18-22
China,India,Bangalore,2023,3155,Female,18-22
Vietnam,Italy,Milan,2022,2519,Male,23-26
Nepal,USA,Los Angeles,2024,8207,Female,23-26
China,Ireland,Galway,2015,1516,Male,27+
Bangladesh,Ireland,Cork,2016,616,Male,18-22
India,France,Lyon,2024,10127,Female,23-26
Nigeria,Spain,Valencia,2016,3151,Female,18-22
Nigeria,France,Marseille,2022,5375,Female,23-26
India,Finland,Turku,2017,1365,Male,18-22
Nigeria,UK,London,2017,4404,Male,23-26
Nepal,Australia,Brisbane,2019,4343,Female,23-26
Nepal,UAE,Dubai,2020,1093,Male,23-26
Kenya,Italy,Milan,2024,3188,Female,23-26
Nepal,France,Marseille,2018,3772,Male,23-26
Kenya,UK,Birmingham,2018,4240,Male,18-22
Kenya,Singapore,Singapore,2018,1681,Male,23-26
Bangladesh,Russia,St. Petersburg,2016,1260,Female,18-22
India,UK,London,2018,9921,Female,23-26
Turkey,Italy,Milan,2018,2152,Male,18-22
Vietnam,Ireland,Galway,2018,800,Female,18-22
Pakistan,UAE,Sharjah,2022,1149,Male,18-22
Kenya,Russia,Kazan,2022,1508,Male,23-26
Kenya,Italy,Florence,2023,3159,Female,18-22
Bangladesh,Netherlands,Amsterdam,2020,1850,Female,18-22
Vietnam,UK,Manchester,2022,5043,Female,27+
Kenya,USA,Los Angeles,2022,6035,Male,23-26
Vietnam,South Africa,Pretoria,2019,1817,Male,23-26
Vietnam,Germany,Hamburg,2015,2193,Male,18-22
Pakistan,India,Mumbai,2019,1195,Female,18-22
China,France,Marseille,2024,8653,Male,23-26
India,Italy,Rome,2020,5773,Male,18-22
Vietnam,Italy,Florence,2015,2002,Female,23-26
Vietnam,India,Delhi,2016,1219,Female,23-26
Pakistan,Canada,Montreal,2019,5028,Male,23-26
Pakistan,UAE,Dubai,2023,1229,Male,18-22
Turkey,UK,Manchester,2020,5146,Male,23-26
Bangladesh,Italy,Florence,2017,1777,Male,18-22
Brazil,Japan,Tokyo,2015,1610,Female,18-22
Turkey,Italy,Milan,2017,1747,Female,18-22
Nepal,Sweden,Gothenburg,2021,1530,Male,23-26
Pakistan,Australia,Sydney,2019,3432,Male,23-26
Pakistan,Japan,Kyoto,2019,2745,Male,18-22
Nepal,Netherlands,Amsterdam,2019,1975,Female,18-22
Pakistan,Spain,Barcelona,2024,3354,Female,23-26
Turkey,UK,Birmingham,2015,3991,Male,18-22
Vietnam,Canada,Vancouver,2017,2104,Female,23-26
Bangladesh,India,Delhi,2020,1200,Male,23-26
Nigeria,Norway,Bergen,2020,2096,Female,23-26
Turkey,Canada,Vancouver,2023,4521,Female,23-26
India,Italy,Florence,2016,5466,Female,18-22
Nepal,India,Delhi,2021,1368,Female,23-26
Turkey,Norway,Oslo,2022,1104,Male,27+
Turkey,UAE,Abu Dhabi,2018,962,Female,18-22
Pakistan,Germany,Berlin,2015,2913,Male,18-22
Vietnam,France,Marseille,2022,3510,Female,18-22
Bangladesh,Singapore,Singapore,2021,2509,Female,18-22
India,Spain,Barcelona,2016,5044,Female,23-26
Nepal,South Africa,Pretoria,2024,1591,Male,27+
Bangladesh,France,Paris,2016,3056,Non-binary,18-22
India,South Africa,Cape Town,2022,4098,Male,23-26
Turkey,Netherlands,Eindhoven,2017,2223,Female,18-22
India,Ireland,Cork,2021,2614,Female,18-22
Pakistan,UK,Birmingham,2024,4940,Female,18-22
Kenya,UAE,Abu Dhabi,2015,694,Male,23-26
Kenya,Germany,Berlin,2022,2845,Male,23-26
Nepal,Netherlands,Amsterdam,2022,2187,Female,27+
India,UAE,Dubai,2021,2708,Female,18-22
Brazil,UAE,Sharjah,2017,798,Male,23-26
China,South Korea,Seoul,2023,6168,Male,23-26
China,USA,Boston,2022,16123,Non-binary,27+
Bangladesh,Germany,Hamburg,2021,2808,Female,18-22
India,Netherlands,Amsterdam,2019,3868,Female,18-22
Turkey,France,Paris,2017,3886,Male,18-22
China,Netherlands,Rotterdam,2016,3275,Male,23-26
China,Germany,Hamburg,2021,5906,Male,18-22
Pakistan,South Korea,Busan,2021,2288,Female,18-22
Pakistan,USA,Boston,2018,6256,Female,18-22
Nigeria,USA,Chicago,2017,9370,Female,18-22
Vietnam,USA,Boston,2018,6386,Female,18-22
China,UAE,Abu Dhabi,2017,1895,Female,18-22
Turkey,Russia,Moscow,2021,1939,Female,23-26
Brazil,USA,New York,2020,5862,Male,18-22
Kenya,Germany,Berlin,2023,3021,Male,23-26
India,Ireland,Galway,2024,2742,Male,18-22
China,UK,Manchester,2017,7656,Female,23-26
Nigeria,Sweden,Uppsala,2022,2471,Female,18-22
China,USA,Los Angeles,2023,13943,Male,27+
Nigeria,Ireland,Galway,2020,1418,Female,18-22
India,UAE,Sharjah,2020,2471,Female,18-22
Bangladesh,Sweden,Uppsala,2017,1253,Female,27+
Pakistan,Germany,Munich,2021,3185,Male,18-22
India,UK,Manchester,2015,9472,Male,18-22
Vietnam,South Africa,Pretoria,2016,794,Male,18-22
Kenya,Russia,Kazan,2018,1068,Female,18-22
Turkey,Ireland,Galway,2019,889,Female,23-26
China,USA,Boston,2015,8390,Male,18-22
Kenya,Netherlands,Amsterdam,2023,2216,Male,18-22
Bangladesh,Singapore,Singapore,2022,2326,Female,18-22
Brazil,Finland,Turku,2019,745,Male,18-22
Pakistan,France,Marseille,2024,4188,Female,23-26
India,Sweden,Stockholm,2015,2838,Female,27+
Nigeria,Sweden,Gothenburg,2019,2259,Female,18-22
Pakistan,Singapore,Singapore,2020,2187,Male,18-22
Pakistan,Spain,Barcelona,2017,1941,Male,18-22
Nepal,Netherlands,Rotterdam,2022,1995,Male,18-22
Bangladesh,India,Bangalore,2019,1085,Male,18-22
Nigeria,Australia,Brisbane,2015,4240,Male,18-22
China,Ireland,Dublin,2023,2252,Female,18-22
Kenya,Sweden,Uppsala,2015,1524,Male,18-22
India,South Africa,Cape Town,2022,3917,Male,23-26
Pakistan,Norway,Oslo,2022,1680,Female,18-22
India,Australia,Brisbane,2021,10698,Male,23-26
Vietnam,Ireland,Cork,2015,540,Female,18-22
Brazil,South Africa,Cape Town,2016,1125,Male,18-22
Nepal,Netherlands,Eindhoven,2015,1756,Female,18-22
Vietnam,Japan,Kyoto,2015,2180,Female,23-26
India,USA,Chicago,2016,12937,Female,23-26
Nepal,Canada,Montreal,2023,4702,Female,18-22
Bangladesh,South Korea,Daejeon,2018,2200,Male,18-22
India,South Korea,Busan,2022,6941,Female,18-22
Nigeria,Italy,Milan,2018,3327,Female,23-26
India,Singapore,Singapore,2016,4403,Female,23-26
Bangladesh,Canada,Vancouver,2020,3612,Female,18-22
Bangladesh,Finland,Turku,2019,676,Male,23-26
Pakistan,India,Mumbai,2016,601,Male,23-26
China,Sweden,Stockholm,2018,2628,Male,18-22
Turkey,Sweden,Gothenburg,2022,2078,Male,23-26
India,Canada,Toronto,2023,9996,Female,18-22
Brazil,Germany,Munich,2017,3178,Male,18-22
Kenya,Finland,Tampere,2019,648,Female,23-26
Brazil,South Korea,Busan,2022,1871,Female,23-26
Bangladesh,Norway,Trondheim,2016,611,Male,23-26
Bangladesh,France,Lyon,2024,3164,Female,23-26
Vietnam,Norway,Bergen,2021,1319,Male,18-22
Nigeria,India,Mumbai,2019,2060,Female,18-22
Bangladesh,Canada,Toronto,2017,4075,Male,18-22
Vietnam,Russia,Moscow,2017,1559,Male,18-22
Kenya,UK,London,2023,4595,Female,18-22
Nepal,USA,Chicago,2017,4624,Female,23-26
Nigeria,Australia,Melbourne,2016,5347,Male,23-26
Pakistan,Germany,Frankfurt,2016,2556,Female,27+
China,South Korea,Seoul,2023,6060,Female,27+
Vietnam,South Korea,Daejeon,2023,2849,Male,23-26
Bangladesh,Australia,Brisbane,2023,3252,Male,27+
Vietnam,USA,Los Angeles,2024,7235,Male,18-22
Brazil,UAE,Dubai,2016,1030,Female,18-22
Vietnam,Ireland,Galway,2020,1022,Female,18-22
China,Sweden,Stockholm,2016,2748,Female,18-22
Nigeria,Norway,Bergen,2020,2366,Male,18-22
Vietnam,South Africa,Pretoria,2020,1265,Male,18-22
Bangladesh,Ireland,Cork,2021,736,Female,27+
Turkey,Norway,Bergen,2015,586,Male,18-22
Nigeria,UK,London,2022,6400,Female,18-22
Nepal,Italy,Florence,2021,2416,Male,18-22
Bangladesh,UK,Manchester,2019,4551,Female,23-26
Nepal,UK,Birmingham,2023,4708,Male,18-22
Vietnam,UAE,Sharjah,2021,1276,Female,23-26
Brazil,Australia,Melbourne,2019,3673,Female,18-22
India,Russia,St. Petersburg,2021,4386,Female,18-22
Kenya,India,Delhi,2024,1308,Male,18-22
Turkey,Ireland,Dublin,2019,740,Male,27+
India,Australia,Brisbane,2024,10649,Female,18-22
Pakistan,Japan,Tokyo,2021,3409,Female,18-22
Pakistan,UK,Birmingham,2015,3433,Male,23-26
China,Spain,Barcelona,2020,5470,Male,18-22
Brazil,Japan,Kyoto,2019,3088,Female,23-26
Nepal,UK,Birmingham,2017,4013,Female,18-22
Nigeria,Ireland,Cork,2019,1309,Male,23-26
Kenya,Russia,Kazan,2021,2204,Female,18-22
China,Finland,Turku,2019,1146,Male,18-22
Bangladesh,India,Mumbai,2018,1208,Male,18-22
Kenya,Ireland,Dublin,2019,838,Male,18-22
Brazil,Spain,Madrid,2023,2994,Female,23-26
Vietnam,Spain,Barcelona,2016,1501,Male,23-26
China,Japan,Osaka,2015,4580,Male,18-22
Nepal,Norway,Oslo,2019,1375,Male,18-22
Bangladesh,UK,London,2019,4052,Male,18-22
Nigeria,South Africa,Johannesburg,2017,1994,Male,18-22
Pakistan,Canada,Toronto,2019,3640,Female,23-26
Pakistan,France,Lyon,2020,3332,Female,23-26
Nigeria,Italy,Milan,2016,2713,Female,18-22
Pakistan,Spain,Valencia,2015,1757,Male,18-22
Nigeria,Sweden,Uppsala,2017,2688,Male,18-22
India,Netherlands,Rotterdam,2023,5391,Female,18-22
Brazil,India,Bangalore,2017,1122,Female,27+
Turkey,UK,London,2024,3803,Male,18-22
Brazil,Russia,Kazan,2021,2265,Male,23-26
Nepal,South Africa,Pretoria,2021,1265,Female,18-22
Bangladesh,Canada,Toronto,2024,4891,Female,18-22
Nigeria,USA,Chicago,2023,11080,Female,18-22
Kenya,India,Mumbai,2017,950,Male,18-22
Kenya,Singapore,Singapore,2024,2526,Male,18-22
Bangladesh,Italy,Rome,2022,2073,Male,18-22
China,Canada,Montreal,2019,7067,Female,23-26
Bangladesh,USA,Los Angeles,2017,6957,Male,18-22
Kenya,South Korea,Daejeon,2018,2135,Male,18-22
Kenya,Japan,Kyoto,2019,3003,Female,27+
China,Netherlands,Amsterdam,2019,3614,Male,18-22
China,France,Lyon,2024,7365,Male,18-22
Vietnam,Germany,Berlin,2019,3256,Female,18-22
Nigeria,USA,Los Angeles,2024,10946,Non-binary,18-22
Bangladesh,South Africa,Pretoria,2018,1203,Male,18-22
Pakistan,South Korea,Busan,2018,2803,Male,18-22
Vietnam,South Africa,Pretoria,2019,1302,Male,18-22
China,UK,Birmingham,2022,9871,Female,23-26
Brazil,UAE,Dubai,2023,1198,Male,18-22
Nigeria,Sweden,Uppsala,2017,1974,Male,27+
Brazil,France,Paris,2016,2517,Male,18-22
Turkey,USA,Boston,2018,6024,Female,23-26
Nigeria,India,Mumbai,2017,1519,Female,23-26
Nepal,UAE,Sharjah,2020,776,Male,18-22
India,South Africa,Pretoria,2019,4083,Female,23-26
Nigeria,Finland,Helsinki,2022,1009,Female,18-22
Nigeria,USA,Chicago,2019,8521,Male,23-26
Kenya,USA,New York,2024,7542,Male,18-22
China,Sweden,Uppsala,2023,3735,Male,18-22
Kenya,Singapore,Singapore,2023,1912,Female,18-22
Pakistan,UAE,Dubai,2019,604,Male,23-26
Nigeria,South Africa,Cape Town,2021,2312,Female,18-22
Nigeria,Germany,Berlin,2023,4917,Female,18-22
Pakistan,Finland,Turku,2017,580,Male,23-26
China,Netherlands,Eindhoven,2023,3813,Male,23-26
Nigeria,USA,Los Angeles,2023,11136,Female,18-22
China,Russia,Kazan,2015,2660,Female,18-22
Nepal,Spain,Madrid,2016,2422,Female,23-26
Kenya,Singapore,Singapore,2024,2367,Female,27+
China,France,Paris,2016,5544,Female,18-22
Kenya,Norway,Bergen,2019,813,Non-binary,23-26
Kenya,India,Delhi,2019,1528,Female,23-26
Pakistan,Canada,Montreal,2021,4167,Female,23-26
Vietnam,UAE,Sharjah,2016,617,Male,23-26
Turkey,France,Marseille,2022,3398,Male,18-22
Pakistan,South Korea,Daejeon,2024,2972,Male,27+
India,Italy,Milan,2018,5197,Female,18-22
India,South Korea,Seoul,2019,5703,Male,18-22
Brazil,Japan,Osaka,2016,2642,Female,18-22
Pakistan,Spain,Madrid,2019,2381,Male,23-26
India,South Africa,Pretoria,2023,4265,Female,18-22
Vietnam,France,Paris,2024,4056,Female,23-26
Brazil,Netherlands,Rotterdam,2015,1252,Female,23-26
Vietnam,UAE,Sharjah,2015,832,Female,23-26
Nepal,Russia,Moscow,2023,2394,Male,23-26
India,India,Bangalore,2023,3611,Male,18-22
Vietnam,Germany,Hamburg,2019,3332,Female,27+
Pakistan,Japan,Osaka,2022,2492,Male,23-26
Vietnam,France,Marseille,2023,3124,Female,23-26
Nigeria,Singapore,Singapore,2015,2448,Female,23-26
China,Singapore,Singapore,2017,3228,Male,23-26
Kenya,Finland,Helsinki,2023,723,Male,18-22
India,Canada,Vancouver,2017,8294,Male,27+
India,South Africa,Johannesburg,2022,4149,Female,23-26
Nepal,Finland,Turku,2020,730,Male,18-22
Kenya,Australia,Melbourne,2016,2799,Male,18-22
China,Netherlands,Amsterdam,2022,4268,Female,18-22
Vietnam,UAE,Dubai,2015,864,Male,18-22
India,Japan,Osaka,2022,7451,Female,23-26
Pakistan,UK,Manchester,2020,3675,Male,23-26
Pakistan,Spain,Madrid,2020,2729,Female,23-26
Nepal,India,Mumbai,2017,1254,Male,27+
Turkey,Russia,St. Petersburg,2024,2371,Male,18-22
Vietnam,Australia,Sydney,2023,4309,Female,23-26
Nigeria,Germany,Munich,2024,5129,Female,27+
Kenya,UK,Birmingham,2023,5902,Male,18-22
Nepal,Sweden,Stockholm,2019,1768,Female,27+
Nepal,Sweden,Uppsala,2021,1396,Male,18-22
Pakistan,UAE,Abu Dhabi,2016,576,Non-binary,23-26
Pakistan,Germany,Hamburg,2021,3181,Male,18-22
Pakistan,Norway,Bergen,2019,1668,Male,18-22
Kenya,South Africa,Johannesburg,2019,1470,Female,18-22
Turkey,Singapore,Singapore,2015,2059,Female,27+
Nigeria,Ireland,Galway,2017,1119,Male,18-22
Nigeria,Japan,Kyoto,2021,4553,Female,27+
Vietnam,Germany,Hamburg,2015,2705,Female,18-22
China,Germany,Berlin,2021,6232,Female,18-22
India,Ireland,Cork,2023,2479,Male,18-22
Turkey,Spain,Barcelona,2022,2462,Female,18-22
Nigeria,Norway,Oslo,2024,2123,Female,23-26
India,Canada,Montreal,2015,7628,Female,18-22
Brazil,Russia,Kazan,2019,1635,Female,18-22
Brazil,South Africa,Johannesburg,2016,1258,Male,18-22
Pakistan,France,Lyon,2018,3084,Male,23-26
Nigeria,Spain,Barcelona,2016,3240,Female,18-22
Bangladesh,France,Marseille,2019,3265,Male,18-22
Turkey,Ireland,Galway,2022,1233,Female,23-26
Nigeria,South Korea,Daejeon,2021,4446,Female,23-26
India,Germany,Berlin,2018,8267,Male,23-26
India,Singapore,Singapore,2023,4755,Female,23-26
Pakistan,Ireland,Cork,2015,549,Male,18-22
Vietnam,Germany,Frankfurt,2024,4388,Male,18-22
Kenya,Italy,Rome,2018,2825,Male,23-26
Nepal,Italy,Milan,2020,2310,Male,18-22
Pakistan,Russia,Moscow,2017,1293,Female,27+
Nepal,Norway,Trondheim,2022,1429,Female,27+
Turkey,France,Paris,2017,3345,Male,18-22
Turkey,Japan,Tokyo,2023,2877,Female,18-22
Nepal,Finland,Helsinki,2015,554,Female,23-26
Kenya,Japan,Osaka,2015,1771,Female,23-26
China,Australia,Brisbane,2016,5858,Female,18-22
Pakistan,Spain,Valencia,2022,2978,Male,23-26
Turkey,Spain,Madrid,2020,2634,Male,18-22
India,Australia,Brisbane,2018,8413,Male,18-22
Brazil,South Korea,Seoul,2017,3513,Female,18-22
Vietnam,UAE,Dubai,2019,825,Male,18-22
Bangladesh,Sweden,Stockholm,2022,1612,Non-binary,23-26
India,Singapore,Singapore,2016,4022,Female,23-26
Turkey,Finland,Tampere,2024,813,Male,27+
Nigeria,France,Marseille,2017,4130,Female,18-22
India,USA,Chicago,2018,14623,Male,23-26
China,Sweden,Uppsala,2017,2983,Male,18-22
Bangladesh,Italy,Rome,2022,2054,Female,18-22
Nepal,Australia,Brisbane,2020,4016,Male,23-26
Bangladesh,Italy,Milan,2023,2888,Female,18-22
Bangladesh,Singapore,Singapore,2019,1634,Female,23-26
Nepal,India,Bangalore,2015,1230,Male,23-26
Pakistan,Australia,Melbourne,2015,2508,Male,23-26
Nepal,Finland,Turku,2023,609,Male,18-22
China,Canada,Vancouver,2016,6010,Female,27+
Nepal,Spain,Valencia,2021,2778,Female,18-22
Vietnam,Netherlands,Rotterdam,2021,1942,Female,18-22
China,India,Mumbai,2020,2753,Male,18-22
Turkey,Russia,Kazan,2018,2614,Female,18-22
Nigeria,Italy,Milan,2023,3798,Non-binary,23-26
Pakistan,South Korea,Seoul,2020,2319,Male,18-22
Pakistan,Ireland,Galway,2024,845,Female,18-22
Bangladesh,Russia,Moscow,2016,1644,Male,27+
Turkey,UK,London,2021,4745,Male,18-22
India,Germany,Hamburg,2020,7936,Female,18-22
India,Singapore,Singapore,2023,6301,Female,18-22
Pakistan,Japan,Tokyo,2023,3166,Male,18-22
Nepal,Spain,Barcelona,2015,2105,Female,18-22
China,South Korea,Daejeon,2017,4585,Female,18-22
China,Italy,Florence,2016,4190,Female,23-26
Turkey,India,Delhi,2023,1482,Female,18-22
India,Russia,St. Petersburg,2023,5483,Female,23-26
Vietnam,Germany,Hamburg,2023,3868,Female,18-22
Pakistan,UK,Manchester,2019,3707,Male,23-26
Vietnam,Germany,Berlin,2023,3126,Male,23-26
Vietnam,Canada,Vancouver,2023,4046,Female,18-22
Brazil,Russia,Kazan,2024,2978,Male,23-26
Bangladesh,Netherlands,Amsterdam,2017,1659,Female,27+
Pakistan,South Korea,Daejeon,2022,2655,Female,23-26
India,Italy,Rome,2015,4659,Male,23-26
Brazil,France,Lyon,2019,2893,Female,23-26
Vietnam,Singapore,Singapore,2024,2166,Male,18-22
India,UK,Birmingham,2018,9901,Female,18-22
Vietnam,UAE,Sharjah,2017,707,Male,23-26
Turkey,South Korea,Busan,2021,2268,Female,27+
Turkey,Sweden,Uppsala,2020,1811,Male,23-26
Turkey,Germany,Berlin,2016,2871,Male,23-26
Vietnam,Japan,Kyoto,2016,1732,Non-binary,18-22
India,Italy,Florence,2015,4571,Male,23-26
Kenya,UK,London,2020,4914,Non-binary,23-26
Pakistan,UK,Birmingham,2018,4354,Male,18-22
Nepal,Sweden,Uppsala,2016,1356,Male,23-26
Vietnam,UK,Birmingham,2016,4683,Female,18-22
Bangladesh,Ireland,Cork,2021,777,Female,18-22
China,Singapore,Singapore,2017,3939,Female,18-22
Turkey,South Korea,Busan,2023,2700,Female,18-22
Nepal,Italy,Milan,2018,2015,Male,18-22
Turkey,Russia,St. Petersburg,2024,2919,Male,23-26
Nepal,Sweden,Uppsala,2024,1757,Female,18-22
Nepal,Canada,Vancouver,2016,3200,Male,23-26
Pakistan,Netherlands,Eindhoven,2017,1807,Female,18-22
China,France,Marseille,2020,6567,Male,18-22
Brazil,Italy,Florence,2017,2127,Female,27+
Kenya,Netherlands,Eindhoven,2016,1846,Male,18-22
Nigeria,Italy,Milan,2016,2218,Male,18-22
China,Italy,Milan,2017,3597,Female,27+
Vietnam,Spain,Valencia,2022,2098,Male,18-22
Pakistan,UAE,Sharjah,2023,1253,Male,18-22
Pakistan,Spain,Valencia,2019,2468,Female,18-22
Turkey,Netherlands,Amsterdam,2017,1005,Female,18-22
Brazil,South Korea,Busan,2022,2822,Male,27+
Turkey,South Africa,Pretoria,2015,1193,Male,18-22
Turkey,UK,London,2022,5333,Male,23-26
Nigeria,Australia,Brisbane,2019,4848,Male,23-26
Kenya,India,Delhi,2022,955,Male,18-22
Brazil,India,Mumbai,2015,1349,Female,23-26
Brazil,Finland,Turku,2023,760,Female,18-22
Nepal,India,Bangalore,2017,984,Male,18-22
Turkey,Sweden,Stockholm,2019,2072,Male,18-22
Kenya,UAE,Abu Dhabi,2019,865,Male,23-26
Pakistan,Italy,Rome,2022,2664,Female,23-26
Bangladesh,South Africa,Johannesburg,2020,1042,Female,23-26
Brazil,UK,Birmingham,2023,4320,Male,18-22
Vietnam,Italy,Milan,2023,2867,Male,18-22
Pakistan,Spain,Madrid,2019,2010,Female,18-22
Kenya,Australia,Melbourne,2022,3859,Male,18-22
Kenya,South Africa,Cape Town,2022,1395,Male,18-22
Vietnam,Netherlands,Amsterdam,2024,2213,Male,18-22
Turkey,Sweden,Gothenburg,2016,992,Female,18-22
Turkey,Spain,Madrid,2019,2700,Female,27+
Turkey,Canada,Vancouver,2020,3182,Male,18-22
Bangladesh,Italy,Rome,2015,1907,Male,23-26
Kenya,South Korea,Seoul,2020,2455,Female,18-22
Nigeria,Norway,Oslo,2024,2490,Male,18-22
India,Finland,Helsinki,2023,1849,Female,18-22
Vietnam,Sweden,Stockholm,2023,2057,Female,18-22
Turkey,Spain,Barcelona,2019,1717,Female,23-26
Kenya,India,Bangalore,2022,1564,Female,18-22
India,South Korea,Seoul,2015,5061,Male,23-26
Bangladesh,India,Bangalore,2020,1167,Male,18-22
India,Canada,Toronto,2018,9908,Non-binary,23-26
China,South Korea,Busan,2022,4982,Male,23-26
Turkey,USA,Los Angeles,2015,5614,Female,27+
Nigeria,South Africa,Cape Town,2020,2148,Male,18-22
Pakistan,Ireland,Galway,2022,1024,Female,27+
Nigeria,Finland,Turku,2023,831,Male,18-22
Vietnam,Spain,Valencia,2018,2284,Male,23-26
Pakistan,UK,London,2017,3100,Female,18-22
Brazil,India,Delhi,2023,1599,Female,18-22
China,Norway,Bergen,2019,2482,Male,23-26
Bangladesh,USA,New York,2019,6368,Male,18-22
Nepal,India,Mumbai,2023,1181,Male,23-26
Turkey,Netherlands,Amsterdam,2017,1657,Male,18-22
Kenya,Netherlands,Rotterdam,2018,1042,Male,23-26
Nigeria,UK,Birmingham,2024,7821,Female,23-26
